205055000388,C. E. R. SAN LUIS,205055000281,I. E. R. PRESBITERO MARIO ANGEL,Antioquia,ORIENTE,Argelia,055,28,Activo
205209000165,C. E. R. CAUNZAL,205209000122,I. E. R. MORELIA,Antioquia,SUROESTE,Concordia,209,28,Activo
205264000077,C. E. R. POTRERO GRANDE,205264000123,C. E. R. YERBABUENAL,Antioquia,NORTE,Entrerrios,264,28,Activo
205051001649,C. E. R. PIEDRA AFILADA,205051000359,C. E. R. SIETE VUELTAS,Antioquia,URABA,San Juan De Uraba,659,28,Activo
205854000722,C. E. R. LAS CAMELIAS,205854000501,C. E. R. LA PAULINA,Antioquia,NORTE,Valdivia,854,28,Activo
205284000952,C. E. R. INDIGENISTA CARAUTA,205284001134,C. E. R. INDIGENA DE GARZON PEGADO,Antioquia,OCCIDENTE,Frontino,284,27,Activo
205490002171,C. E. R. SEVILLA,205490000331,C. E. R. BOBAL LA PLAYA,Antioquia,URABA,Necocli,490,27,Activo
205147000554,C. E. R. CAREPITA PARTE ALTA,205045000363,I. E. R. ZUNGO EMBARCADERO,Antioquia,URABA,Carepa,147,26,Activo
205440000291,C. E. R. MATEO DE JESUS TORO,205440000267,I. E. R. FRANCISCO MANZUETO GIRALDO,Antioquia,ORIENTE,Marinilla,440,26,Activo
205665000622,C. E. R. EL CANO,105665000024,I. E. CAMILO TORRES,Antioquia,URABA,San Pedro De Uraba,665,26,Activo
205665001084,C. E. R. SAN JUANCITO ARRIBA,205665000886,C. E. R. EL ZUMBIDO,Antioquia,URABA,San Pedro De Uraba,665,26,Activo
205690000033,C. E. R. CANTAYUS,205690000386,I. E. R. ROBERTO LOPEZ GOMEZ,Antioquia,NORDESTE,Santo Domingo,690,26,Activo
205051000481,C. E. R. MARIA AUXILIADORA,205051002700,I. E. R. GUADUAL ARRIBA,Antioquia,URABA,Arboletes,051,25,Activo
205093000235,C. E. R. QUEBRADA ARRIBA,205093000171,C. E. R. LA GUAMALA,Antioquia,SUROESTE,Betulia,093,25,Activo
205264000123,C. E. R. YERBABUENAL,205264000123,C. E. R. YERBABUENAL,Antioquia,NORTE,Entrerrios,264,25,Activo
205284001291,C. E. R. INDIGENISTA CUEVAS,205284001134,C. E. R. INDIGENA DE GARZON PEGADO,Antioquia,OCCIDENTE,Frontino,284,25,Activo
205490002210,C. E. R. LA ESMERALDA,205490000098,I. E. R. MELLO VILLAVICENCIO,Antioquia,URABA,Necocli,490,25,Activo
205686000428,LA PLANTA,105686000385,I. E. MARCO TOBON MEJIA,Antioquia,NORTE,Santa Rosa De Osos,686,25,Activo
205686000983,LA BOTIJA,205686000223,I. E. R. MONSENOR MIGUEL ANGEL BUILES,Antioquia,NORTE,Santa Rosa De Osos,686,25,Activo
205021000338,EL CERRO,105021000139,I. E. PROCESA DELGADO,Antioquia,ORIENTE,Alejandria,021,24,Activo
205490001604,E. R. COMEJEN,205490000161,I. E. R. PUEBLO NUEVO,Antioquia,URABA,Necocli,490,24,Activo
205649000264,C. E. R. SIMON BOLIVAR,205649000426,I. E. R. PUERTO GARZA,Antioquia,ORIENTE,San Carlos,649,24,Activo
205667000816,C. E. R. EL GOLGOTA,205667000433,C. E. R. EL TOPACIO,Antioquia,ORIENTE,San Rafael,667,24,Activo
205051000251,C. E. R. MARCO FIDEL SUAREZ,205051001347,I. E. R. BUENOS AIRES,Antioquia,URABA,Arboletes,051,23,Activo
205051002629,C. E. R. MARCELLA,205051001339,I. E. R. EL CARMELO,Antioquia,URABA,Arboletes,051,23,Activo
205284001002,C. E. R. CANAVERALES,205284001134,C. E. R. INDIGENA DE GARZON PEGADO,Antioquia,OCCIDENTE,Frontino,284,23,Activo
205440000097,E. R. MAURICIO RAMIREZ,205440000305,I. E. R. ROSALIA HOYOS,Antioquia,ORIENTE,Marinilla,440,23,Activo
205656000075,C. E. R. LOS CEDROS,205656000105,C. E. R. EL ALTICO,Antioquia,OCCIDENTE,San Jeronimo,656,23,Activo
205686000509,C. E. R. LOS SALADOS,205686000801,I. E. R. HOYO RICO,Antioquia,NORTE,Santa Rosa De Osos,686,23,Activo
205686001262,LA SANPEDRO,205686000223,I. E. R. MONSENOR MIGUEL ANGEL BUILES,Antioquia,NORTE,Santa Rosa De Osos,686,23,Activo
205761000463,C. E. R. JUNTAS,105761000299,I. E. ESCUELA NORMAL SUPERIOR SANTA TERESITA,Antioquia,OCCIDENTE,Sopetran,761,23,Activo
205002001234,C. E. R. EL GUADUAL,105002000047,I. E. FUNDACION CELIA DUQUE DE DUQUE,Antioquia,ORIENTE,Abejorral,002,22,Activo
